id,date,eps,revenue,capex
5486,2021-02-08,-1.195142,200572.0,-4857.0
5486,2021-06-18,-20.03438,220212.0,-8126.0
5486,2021-08-06,7.011864,226852.0,-5461.0
5486,2021-11-05,19.361161,229500.0,-7432.0
5486,2022-02-09,5.30458,234497.0,-6497.0
5486,2022-06-21,-3.541073,251852.0,-7952.0
5486,2022-08-05,35.239993,276811.0,-8221.0
5486,2022-11-09,33.263712,291896.0,-9026.0
5713,2020-02-14,80.317631,222363.0,-10250.0
5713,2020-06-26,33.276925,227848.0,-11747.0
5713,2020-08-13,0.622313,196870.0,-13496.0
5713,2020-11-12,62.955819,222253.0,-10528.0
5713,2021-02-10,101.65297,253009.0,-7913.0
5713,2021-06-25,179.062217,253990.0,-7330.0
5713,2021-08-12,156.692409,294325.0,-13350.0
5713,2021-11-11,257.568975,303605.0,-11750.0
5713,2022-02-10,204.711542,324543.0,-13164.0
5713,2022-06-24,403.830126,336618.0,-17144.0
5713,2022-08-10,278.266471,357659.0,-21286.0
5713,2022-11-11,155.039888,352968.0,-32080.0
5802,2020-02-07,30.260056,795663.0,
5802,2020-06-25,27.064073,787594.0,
5802,2020-08-04,-53.208444,515266.0,
5802,2020-11-10,-0.480833,724021.0,
5802,2021-02-05,56.246249,822840.0,
5802,2021-06-25,69.689315,856453.0,
5802,2021-08-05,29.762003,787675.0,
5802,2021-11-05,11.769683,782738.0,
5802,2022-02-07,24.661391,868697.0,
5802,2022-06-24,57.294638,928753.0,
5802,2022-08-05,26.020669,877121.0,
5802,2022-11-07,18.94527,1013955.0,
6201,2020-02-13,151.515053,521537.0,-54645.0
6201,2020-06-19,53.316757,546867.0,-56195.0
6201,2020-08-07,77.524373,430857.0,-46720.0
6201,2020-11-13,77.421308,526149.0,-59033.0
6201,2021-02-12,198.858548,566597.0,-57310.0
